ORINumber,Agency,Population,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,County
,"Rate Per 100,000",,0,0,0,38.6,694.4,"1,041.7",77.2,Warren
,Number of Clearances,,0,0,0,1,6,1,3,Warren
,Percent Cleared,,0,0,0,100,33,4,150,Warren
,Number of Arrests,,0,0,0,1,0,0,0,Warren
NJ0210400,BLAIRSTOWN TWP PD,5787,,,,,,,,Warren
,Number of Offenses,,0,0,0,3,16,13,1,Warren
,"Rate Per 100,000",,0,0,0,51.8,276.5,224.6,17.3,Warren
,Number of Clearances,,0,0,0,2,0,1,1,Warren
,Percent Cleared,,0,0,0,67,0,8,100,Warren
,Number of Arrests,,0,0,0,3,0,1,0,Warren
NJ0210700,GREENWICH TWP PD,5510,,,,,,,,Warren
,Number of Offenses,,0,0,0,0,6,93,0,Warren
,"Rate Per 100,000",,0,0,0,0,108.9,"1,687.8",0,Warren
,Number of Clearances,,0,0,0,0,4,53,0,Warren
,Percent Cleared,,0,0,0,0,67,57,0,Warren
,Number of Arrests,,0,0,0,2,12,64,2,Warren
NJ0210800,HACKETTSTOWN PD,9530,,,,,,,,Warren
,Number of Offenses,,0,1,1,3,2,40,4,Warren
,"Rate Per 100,000",,0,10.5,10.5,31.5,21.0,419.7,42.0,Warren
,Number of Clearances,,0,1,1,4,0,9,3,Warren
,Percent Cleared,,0,100,100,133,0,23,75,Warren
,Number of Arrests,,0,1,2,4,0,8,1,Warren
NJ0211200,INDEPENDENCE TWP PD,5495,,,,,,,,Warren
,Number of Offenses,,0,2,0,1,5,3,2,Warren
,"Rate Per 100,000",,0,36.4,0,18.2,91.0,54.6,36.4,Warren
,Number of Clearances,,0,2,0,1,1,2,0,Warren
,Percent Cleared,,0,100,0,100,20,67,0,Warren
,Number of Arrests,,0,1,0,1,1,2,0,Warren
NJ0211500,LOPATCONG TWP PD,8384,,,,,,,,Warren
,Number of Offenses,,0,1,0,0,6,59,2,Warren
,"Rate Per 100,000",,0,11.9,0,0,71.6,703.7,23.9,Warren
,Number of Clearances,,0,1,0,0,1,6,0,Warren
,Percent Cleared,,0,100,0,0,17,10,0,Warren
,Number of Arrests,,0,1,0,0,3,7,0,Warren
NJ0211600,MANSFIELD TWP PD,7431,,,,,,,,Warren
,Number of Offenses,,0,1,0,0,8,72,2,Warren
,"Rate Per 100,000",,0,13.5,0,0,107.7,968.9,26.9,Warren
,Number of Clearances,,0,0,0,0,1,41,1,Warren
,Percent Cleared,,0,0,0,0,13,57,50,Warren
,Number of Arrests,,0,0,0,1,0,39,0,Warren
NJ0211700,OXFORD TWP PD,2446,,,,,,,,Warren
,Number of Offenses,,0,0,0,0,2,9,1,Warren
,"Rate Per 100,000",,0,0,0,0,81.8,367.9,40.9,Warren
,Number of Clearances,,0,0,0,0,0,1,0,Warren
,Percent Cleared,,0,0,0,0,0,11,0,Warren
,Number of Arrests,,0,0,0,0,0,0,0,Warren
NJ0211900,PHILLIPSBURG PD,14395,,,,,,,,Warren
,Number of Offenses,,0,12,15,17,56,230,9,Warren
,"Rate Per 100,000",,0,83.4,104.2,118.1,389.0,"1,597.8",62.5,Warren
,Number of Clearances,,0,5,4,15,8,26,0,Warren
,Percent Cleared,,0,42,27,88,14,11,0,Warren
,Number of Arrests,,0,6,6,16,9,28,0,Warren
NJ0212000,POHATCONG PD,3217,,,,,,,,Warren
,Number of Offenses,,0,0,1,0,5,140,1,Warren
,"Rate Per 100,000",,0,0,31.1,0,155.4,"4,351.9",31.1,Warren
,Number of Clearances,,0,0,0,0,1,69,0,Warren
,Percent Cleared,,0,0,0,0,20,49,0,Warren
,Number of Arrests,,0,0,0,0,1,77,1,Warren
NJ021SP,STATE POLICE WARREN COUNTY,,,,,,,,,Warren
,Number of Offenses,,0,2,1,5,26,61,11,Warren
,"Rate Per 100,000",,0,0,0,0,0,0,0,Warren
,Number of Clearances,,0,0,0,5,4,12,1,Warren
,Percent Cleared,,0,0,0,100,15,20,9,Warren
,Number of Arrests,,0,0,0,4,6,15,1,Warren
NJ0218900,WARREN CO PROSECUTOR'S OFFICE,0,,,,,,,,Warren
,Number of Offenses,,0,0,0,0,0,0,0,Warren
,"Rate Per 100,000",,0,0,0,0,0,0,0,Warren
,Number of Clearances,,0,0,0,0,0,0,0,Warren
,Percent Cleared,,0,0,0,0,0,0,0,Warren
,Number of Arrests,,0,0,0,0,0,0,0,Warren
NJ0210000,WARREN CO SHERIFF'S DEPT,0,,,,,,,,Warren
,Number of Offenses,,0,0,0,0,0,0,0,Warren
,"Rate Per 100,000",,0,0,0,0,0,0,0,Warren
,Number of Clearances,,0,0,0,0,0,0,0,Warren
,Percent Cleared,,0,0,0,0,0,0,0,Warren
,Number of Arrests,,0,0,0,0,0,0,0,Warren
NJ0212100,WASHINGTON BORO PD,6535,,,,,,,,Warren
,Number of Offenses,,0,0,0,4,19,28,0,Warren
,"Rate Per 100,000",,0,0,0,61.2,290.7,428.5,0,Warren
,Number of Clearances,,0,0,0,4,3,3,0,Warren
,Percent Cleared,,0,0,0,100,16,11,0,Warren
,Number of Arrests,,0,0,0,4,2,4,0,Warren
NJ0212200,WASHINGTON TWP PD,6434,,,,,,,,Warren
,Number of Offenses,,0,1,0,1,9,39,2,Warren
,"Rate Per 100,000",,0,15.5,0,15.5,139.9,606.2,31.1,Warren
,Number of Clearances,,0,0,0,1,1,6,0,Warren
,Percent Cleared,,0,0,0,100,11,15,0,Warren
,Number of Arrests,,0,0,0,1,1,7,0,Warren
,,,,,,,,,,
